transaction_id,amount,distance_from_home,merchant_category,transaction_hour,weekend_transaction,high_risk_merchant,card_present,device,country,currency,is_fraud
TX_156aa1bd,249220.0,1,Grocery,2,False,False,False,Edge,Nigeria,NGN,True
TX_2299e831,20618.56,0,Travel,18,True,True,False,iOS App,Russia,RUB,False
TX_11bb6dd6,264.02,0,Entertainment,12,True,True,False,Edge,Australia,AUD,False
TX_afd56a51,414.39,1,Travel,1,False,True,True,NFC Payment,Australia,AUD,True
TX_68c713d0,19.33,1,Retail,2,False,False,True,Magnetic Stripe,Brazil,BRL,True
TX_2bf14377,1244.27,0,Retail,21,False,False,False,iOS App,Australia,AUD,False
TX_61dc2e85,859325.47,1,Healthcare,4,False,False,False,Firefox,Nigeria,NGN,True
TX_bb9a2247,327.73,0,Entertainment,7,True,True,False,Chrome,Australia,AUD,False
TX_86130420,577.66,0,Healthcare,12,True,False,False,Firefox,Australia,AUD,False
TX_67a10262,222.15,0,Gas,11,False,False,False,Chrome,UK,GBP,False
TX_1992ef03,3936.32,0,Travel,16,False,True,False,Edge,Australia,AUD,False
TX_e51d3f5b,286.73,0,Healthcare,5,False,False,False,Android App,Germany,EUR,False
TX_d6649d4b,394.93,0,Grocery,6,False,False,False,Firefox,Singapore,SGD,False
TX_e57c9f25,595.15,0,Retail,11,False,False,False,Android App,Canada,CAD,False
TX_8e5c27d9,466.17,0,Education,9,True,False,False,Firefox,USA,USD,False
TX_40c2c063,232720.35,0,Healthcare,13,False,False,False,Safari,Nigeria,NGN,False
TX_a1dae6e2,1866.45,0,Gas,22,False,False,False,iOS App,Brazil,BRL,False
TX_7556eca8,113281.28,1,Gas,3,False,False,False,iOS App,Russia,RUB,True
TX_c31e452b,16959.23,0,Grocery,12,False,False,False,Edge,Russia,RUB,False
TX_7db38a48,101.05,0,Entertainment,18,False,True,False,iOS App,Australia,AUD,False
TX_4ee04688,268.17,1,Healthcare,18,False,False,False,Android App,France,EUR,False
TX_109cbe96,34700.4,1,Entertainment,14,False,True,False,Safari,Japan,JPY,False
TX_03c32bad,3012.24,0,Entertainment,15,True,True,False,Safari,Brazil,BRL,False
TX_c40ad347,568.81,0,Retail,12,False,False,False,Android App,USA,USD,False
TX_2f02cc85,305.27,1,Grocery,6,False,False,False,Safari,Germany,EUR,False
TX_e43abff7,435.0,0,Restaurant,18,False,False,False,Firefox,France,EUR,False
TX_0e3251f7,5210.02,0,Restaurant,13,False,False,False,iOS App,Japan,JPY,False
TX_e27aea9c,4276.5,0,Travel,0,True,True,False,Safari,Brazil,BRL,False
TX_638a10a1,29419.95,0,Travel,20,True,True,False,Firefox,Japan,JPY,False
TX_87d1133d,506689.4,1,Education,10,False,False,False,Safari,Nigeria,NGN,True
TX_d9bb6aa9,43774.03,0,Travel,10,False,True,False,Edge,Japan,JPY,False
TX_6c61a40a,1419.65,0,Travel,11,False,True,False,Edge,France,EUR,False
TX_b6945060,678.52,0,Gas,15,False,False,False,Edge,Singapore,SGD,False
TX_9853d0f2,1317.18,0,Grocery,5,False,False,False,Chrome,UK,GBP,False
TX_3710cdcc,11.93,1,Grocery,4,True,False,False,Safari,Mexico,MXN,True
TX_3306348d,128.01,0,Gas,19,False,False,False,Safari,USA,USD,False
TX_5bd55744,1859.99,0,Healthcare,17,False,False,False,Android App,Singapore,SGD,False
TX_00a0fae3,31179.75,1,Grocery,7,False,False,False,Edge,Japan,JPY,False
TX_facf233f,40715.04,0,Travel,6,True,True,False,iOS App,Nigeria,NGN,False
TX_af35f495,198.99,0,Grocery,13,False,False,False,Android App,Canada,CAD,False
TX_b1f98df1,65038.06,0,Education,7,False,False,False,Safari,Japan,JPY,False
TX_b0c43e4b,674.03,0,Retail,17,False,False,False,Android App,Singapore,SGD,False
TX_7f9360f4,31553.18,0,Restaurant,8,False,False,False,Chrome,Russia,RUB,False
TX_195f8ab2,402.18,1,Retail,22,True,False,False,Safari,France,EUR,False
TX_618b47bb,38915.31,0,Education,18,False,False,False,iOS App,Japan,JPY,False
TX_f2de5b5a,3380.49,1,Grocery,4,False,False,True,Chip Reader,Brazil,BRL,True
TX_9d165102,17605.19,0,Grocery,17,False,False,False,Firefox,Russia,RUB,False
TX_746b618c,1108.77,0,Education,6,False,False,False,iOS App,UK,GBP,False
TX_79753ca1,182.91,0,Travel,11,False,True,False,Edge,Germany,EUR,False
TX_36c21ae5,8655.37,0,Healthcare,21,True,False,False,Safari,Mexico,MXN,False
TX_7c24c325,10232.44,0,Restaurant,21,False,False,False,Firefox,Russia,RUB,False
TX_16e502e3,91839.17,0,Gas,17,False,False,False,iOS App,Japan,JPY,False
TX_38c87ca3,654.96,0,Healthcare,8,False,False,False,Edge,Singapore,SGD,False
TX_ab3db5fb,1132.31,0,Grocery,12,False,False,False,Chrome,USA,USD,False
TX_0582be37,6186.05,0,Retail,18,False,False,False,iOS App,Mexico,MXN,False
TX_02b4f268,9575.73,0,Gas,3,True,False,False,Android App,Brazil,BRL,False
TX_c2c76373,425.3,0,Grocery,13,False,False,False,Android App,UK,GBP,False
TX_2f5aa9ce,435.72,0,Retail,1,False,False,False,Edge,Germany,EUR,False
TX_d9d73ead,72.3,0,Healthcare,22,False,False,False,Firefox,Germany,EUR,False
TX_15454b6a,1066.09,0,Retail,1,False,False,False,iOS App,Brazil,BRL,False
TX_841ec133,860.17,0,Retail,8,False,False,False,Android App,Canada,CAD,False
TX_23bf034a,17450.65,1,Gas,23,False,False,True,Chip Reader,Mexico,MXN,True
TX_38f05790,591343.43,1,Travel,13,False,True,True,NFC Payment,Nigeria,NGN,True
TX_ec58cfea,275.32,0,Gas,21,False,False,False,Firefox,France,EUR,False
TX_4362502b,9522.8,1,Grocery,6,True,False,False,Safari,Brazil,BRL,True
TX_7b8c1a4f,1440.18,1,Travel,6,False,True,False,iOS App,Australia,AUD,False
TX_f5e16222,689.94,0,Travel,10,True,True,False,Chrome,UK,GBP,False
TX_9f0ab17e,2840.87,0,Travel,9,False,True,False,Safari,Singapore,SGD,False
TX_ebc6fd1d,281.39,0,Retail,9,False,False,False,Android App,France,EUR,False
TX_f73cbd92,7413.06,1,Grocery,3,False,False,True,Chip Reader,Brazil,BRL,True
TX_867f32a2,843.42,1,Grocery,3,False,False,False,Android App,Nigeria,NGN,True
TX_bb229036,1284.09,0,Gas,23,False,False,False,Android App,Singapore,SGD,False
TX_096b5138,369.06,1,Entertainment,2,False,True,False,Edge,Russia,RUB,True
TX_87b07f7e,7162.6,0,Education,11,True,False,False,Firefox,Mexico,MXN,False
TX_1f4dc8e8,3927.63,0,Entertainment,4,False,True,False,iOS App,Mexico,MXN,False
TX_2cab2b39,12051.49,0,Healthcare,9,True,False,False,Android App,Russia,RUB,False
TX_198eae8d,1307.08,1,Gas,20,False,False,False,Chrome,UK,GBP,True
TX_1ef85fbd,48099.07,0,Restaurant,4,False,False,False,Safari,Nigeria,NGN,False
TX_f9ea0cb8,1234.31,1,Education,0,False,False,False,Chrome,Singapore,SGD,False
TX_f1414ee9,42113.92,0,Travel,20,False,True,False,Edge,Nigeria,NGN,False
