transaction_id,customer_id,amount,merchant_category,country,currency,card_present,device,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,is_fraud,amount_risk_tier,is_high_amount,long_distance_flag,late_night_txn,business_hours_txn,high_risk_combo,cnp_high_risk,is_mobile
TX_32d00d60,CUST_90054,66685.16,Retail,Mexico,MXN,False,Edge,1,False,3,False,True,Very High,1,0,1,0,0,0,0
TX_975dab0f,CUST_47875,3.63,Gas,France,EUR,False,Android App,1,False,20,False,True,Very Low,0,0,0,0,0,0,1
TX_587a39a0,CUST_92625,533.35,Retail,Australia,AUD,False,Firefox,0,False,17,False,False,High,0,0,0,1,0,0,0
TX_47b3da61,CUST_48110,1943.38,Healthcare,USA,USD,False,iOS App,0,False,8,True,False,Very High,0,0,0,0,0,0,0
TX_f59da0a9,CUST_95361,200.08,Grocery,Australia,AUD,False,Chrome,0,False,19,False,False,Medium,0,0,0,0,0,0,0
TX_befdfa52,CUST_98719,3869.52,Education,Brazil,BRL,False,Android App,1,False,10,True,True,Very High,0,0,0,1,0,0,1
TX_21df325b,CUST_99141,943.32,Retail,Germany,EUR,False,Edge,0,False,20,False,False,High,0,0,0,0,0,0,0
TX_e5cd4328,CUST_36804,17516.88,Gas,Japan,JPY,False,Firefox,1,False,3,False,False,Very High,0,0,1,0,0,0,0
TX_d55ba9cf,CUST_98431,27297.85,Gas,Russia,RUB,False,Chrome,0,False,14,False,False,Very High,1,0,0,1,0,0,0
TX_28bf476a,CUST_20782,153.18,Education,Singapore,SGD,False,Edge,0,False,16,False,False,Low,0,0,0,1,0,0,0
TX_2dd63c35,CUST_45223,779.91,Restaurant,Australia,AUD,False,Android App,0,False,16,True,False,High,0,0,0,1,0,0,1
TX_7f172f1c,CUST_51542,153006.55,Travel,Japan,JPY,False,Edge,0,True,13,False,False,Very High,1,0,0,1,0,1,0
TX_7e0cb432,CUST_13270,4195.1,Grocery,Mexico,MXN,False,Firefox,1,False,7,False,False,Very High,0,0,0,0,0,0,0
TX_bb74560d,CUST_56149,406796.49,Travel,Russia,RUB,False,Chrome,0,True,9,False,True,Very High,1,0,0,1,0,1,0
TX_6075d4f5,CUST_37558,60449.87,Entertainment,Russia,RUB,True,Magnetic Stripe,1,True,7,False,True,Very High,1,0,0,0,0,0,0
TX_1d9ec8b8,CUST_15770,4809629.87,Travel,Nigeria,NGN,False,Chrome,1,True,2,False,True,Very High,1,0,1,0,0,1,0
TX_32f38577,CUST_75594,109662.95,Gas,Nigeria,NGN,False,iOS App,0,False,18,False,False,Very High,1,0,0,0,0,0,0
TX_454f2950,CUST_35596,188559.57,Retail,Nigeria,NGN,False,Firefox,0,False,12,False,False,Very High,1,0,0,1,0,0,0
TX_5f899846,CUST_94543,1006.76,Education,Australia,AUD,False,Chrome,0,False,8,False,False,Very High,0,0,0,0,0,0,0
TX_bf98052d,CUST_65877,36018.22,Education,Japan,JPY,False,Chrome,0,False,12,True,False,Very High,1,0,0,1,0,0,0
TX_8937dd9e,CUST_21074,23616.44,Retail,Brazil,BRL,True,Chip Reader,1,False,4,True,True,Very High,1,0,1,0,0,0,0
TX_9ac5acc5,CUST_14915,2895.47,Restaurant,Mexico,MXN,True,Magnetic Stripe,1,False,3,True,True,Very High,0,0,1,0,0,0,0
TX_b5574038,CUST_98610,143993.33,Education,Russia,RUB,True,NFC Payment,1,False,8,True,True,Very High,1,0,0,0,0,0,0
TX_e702bfa4,CUST_10335,268.94,Retail,Germany,EUR,False,Chrome,0,False,23,False,False,Medium,0,0,1,0,0,0,0
TX_c42f43e0,CUST_68747,6584.68,Education,Mexico,MXN,False,Chrome,0,False,8,False,False,Very High,0,0,0,0,0,0,0
TX_15858744,CUST_49469,416.99,Healthcare,France,EUR,False,iOS App,0,False,17,True,False,Medium,0,0,0,1,0,0,0
TX_a1be76b8,CUST_41475,702.81,Retail,UK,GBP,False,Chrome,1,False,7,True,False,High,0,0,0,0,0,0,0
TX_3fb47098,CUST_96224,2634.14,Gas,Brazil,BRL,False,Safari,1,False,8,False,False,Very High,0,0,0,0,0,0,0
TX_aff93686,CUST_63432,1633.74,Healthcare,France,EUR,True,Magnetic Stripe,1,False,23,False,True,Very High,0,0,1,0,0,0,0
TX_74c70363,CUST_89559,685.17,Restaurant,Mexico,MXN,True,Chip Reader,1,False,2,False,True,High,0,0,1,0,0,0,0
TX_eb608c0c,CUST_89463,826.39,Retail,USA,USD,False,Edge,0,False,12,True,False,High,0,0,0,1,0,0,0
TX_8c03399f,CUST_93132,2594.11,Entertainment,Mexico,MXN,True,NFC Payment,1,True,3,False,True,Very High,0,0,1,0,0,0,0
TX_954c6924,CUST_57793,119276.37,Grocery,Japan,JPY,False,Safari,0,False,14,False,False,Very High,1,0,0,1,0,0,0
TX_0968aa2f,CUST_57369,179.91,Restaurant,UK,GBP,False,Android App,0,False,5,False,False,Low,0,0,0,0,0,0,1
TX_63136f1d,CUST_66771,321.53,Restaurant,Germany,EUR,False,Safari,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_8f6b3375,CUST_23594,124.73,Gas,Singapore,SGD,False,Edge,1,False,19,False,False,Low,0,0,0,0,0,0,0
TX_3c13c26a,CUST_44604,1986.19,Restaurant,Mexico,MXN,False,iOS App,0,False,22,False,False,Very High,0,0,1,0,0,0,0
TX_680d7747,CUST_66016,978.37,Healthcare,USA,USD,False,iOS App,1,False,21,True,True,High,0,0,0,0,0,0,0
TX_33de0c34,CUST_84183,1662.4,Entertainment,Brazil,BRL,False,iOS App,0,True,19,True,False,Very High,0,0,0,0,0,1,0
TX_c2fbb870,CUST_98217,201.85,Entertainment,USA,USD,False,Edge,0,True,12,False,False,Medium,0,0,0,1,0,1,0
TX_5171d35a,CUST_72286,22793.15,Grocery,Japan,JPY,False,Firefox,0,False,11,True,False,Very High,1,0,0,1,0,0,0
TX_e205d124,CUST_32170,193272.48,Travel,Japan,JPY,False,iOS App,0,True,20,False,False,Very High,1,0,0,0,0,1,0
TX_fc5209fb,CUST_84710,1488.33,Education,Australia,AUD,False,Android App,0,False,22,False,False,Very High,0,0,1,0,0,0,1
TX_7febb5cd,CUST_57153,427.49,Education,Singapore,SGD,False,Edge,0,False,8,True,False,Medium,0,0,0,0,0,0,0
TX_f12f810f,CUST_12844,31576.43,Education,Russia,RUB,False,Safari,0,False,6,False,False,Very High,1,0,0,0,0,0,0
TX_9704acee,CUST_85546,32791.86,Retail,Japan,JPY,False,iOS App,0,False,22,False,False,Very High,1,0,1,0,0,0,0
TX_50dddd88,CUST_53691,245.51,Education,UK,GBP,False,iOS App,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_6e895fa5,CUST_59723,238.12,Grocery,France,EUR,False,Firefox,1,False,6,True,False,Medium,0,0,0,0,0,0,0
TX_9356e6d4,CUST_59545,668.04,Healthcare,Australia,AUD,False,Firefox,0,False,20,False,False,High,0,0,0,0,0,0,0
TX_e0ebf0d5,CUST_34434,77582.3,Education,Russia,RUB,False,iOS App,1,False,1,False,True,Very High,1,0,1,0,0,0,0
TX_60f5fcb9,CUST_69354,45995.19,Healthcare,Russia,RUB,False,Edge,0,False,9,False,False,Very High,1,0,0,1,0,0,0
TX_b79b8f8b,CUST_49250,105395.78,Grocery,Nigeria,NGN,False,Safari,0,False,7,False,False,Very High,1,0,0,0,0,0,0
TX_a56566fb,CUST_15158,21.61,Retail,Brazil,BRL,False,Edge,1,False,3,False,True,Very Low,0,0,1,0,0,0,0
TX_ca00271a,CUST_98610,54241.13,Gas,Japan,JPY,False,Edge,0,False,13,False,False,Very High,1,0,0,1,0,0,0
TX_adbb785c,CUST_40104,622.44,Healthcare,Canada,CAD,False,Edge,0,False,16,False,False,High,0,0,0,1,0,0,0
TX_c543ab0b,CUST_33567,401.23,Retail,USA,USD,False,Edge,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_008bdc1b,CUST_82431,15214.83,Retail,Mexico,MXN,False,Chrome,0,False,9,True,False,Very High,0,0,0,1,0,0,0
TX_707f8af8,CUST_22842,6553.89,Gas,Mexico,MXN,False,iOS App,0,False,11,True,False,Very High,0,0,0,1,0,0,0
TX_d8929f5c,CUST_37878,241.13,Restaurant,UK,GBP,False,Edge,0,False,7,True,False,Medium,0,0,0,0,0,0,0
TX_b9b6cf6d,CUST_66619,12375.76,Travel,Brazil,BRL,False,Firefox,0,True,23,False,False,Very High,0,0,1,0,0,1,0
TX_8bafe64c,CUST_47067,1386.39,Retail,Singapore,SGD,False,iOS App,0,False,16,False,False,Very High,0,0,0,1,0,0,0
TX_9ceb2a17,CUST_50957,818.02,Travel,Australia,AUD,False,Safari,1,True,4,False,False,High,0,0,1,0,0,1,0
TX_5ff95d4b,CUST_85033,648.38,Education,USA,USD,False,Android App,0,False,17,False,False,High,0,0,0,1,0,0,1
TX_c732867c,CUST_65215,6298.25,Retail,Japan,JPY,False,iOS App,0,False,9,False,False,Very High,0,0,0,1,0,0,0
TX_b975610a,CUST_39420,9125.68,Grocery,Brazil,BRL,False,Edge,0,False,13,False,False,Very High,0,0,0,1,0,0,0
TX_48de478e,CUST_91736,398250.55,Healthcare,Nigeria,NGN,False,Firefox,1,False,17,False,True,Very High,1,0,0,1,0,0,0
TX_80a7ffff,CUST_40552,897.98,Education,Australia,AUD,False,Firefox,0,False,17,False,False,High,0,0,0,1,0,0,0
TX_09682f28,CUST_79903,342.32,Restaurant,Australia,AUD,False,Firefox,1,False,23,False,False,Medium,0,0,1,0,0,0,0
TX_07fae77f,CUST_31160,324.68,Entertainment,USA,USD,False,Firefox,0,True,18,False,False,Medium,0,0,0,0,0,1,0
TX_a166fde4,CUST_99957,53758.19,Retail,Japan,JPY,False,Chrome,0,False,6,False,False,Very High,1,0,0,0,0,0,0
TX_9c673fe0,CUST_78410,291430.98,Travel,Japan,JPY,True,Magnetic Stripe,0,True,2,True,True,Very High,1,0,1,0,0,0,0
TX_d2a1e74b,CUST_62639,247.37,Entertainment,UK,GBP,False,Android App,0,True,11,False,False,Medium,0,0,0,1,0,1,1
TX_364a83da,CUST_86139,210.73,Retail,UK,GBP,False,Android App,0,False,22,False,False,Medium,0,0,1,0,0,0,1
TX_2b02a336,CUST_28041,36077.81,Retail,Nigeria,NGN,False,Edge,0,False,6,False,False,Very High,1,0,0,0,0,0,0
TX_40c5c2cd,CUST_68831,1282.95,Entertainment,Brazil,BRL,False,iOS App,0,True,9,False,False,Very High,0,0,0,1,0,1,0
TX_16b19763,CUST_73430,481.1,Restaurant,Brazil,BRL,False,iOS App,1,False,17,True,False,Medium,0,0,0,1,0,0,0
TX_6c01d93e,CUST_85580,0.86,Restaurant,Brazil,BRL,True,Magnetic Stripe,1,False,5,True,True,Very Low,0,0,0,0,0,0,0
TX_44515c2b,CUST_64012,152.74,Entertainment,Australia,AUD,False,Firefox,0,True,10,False,False,Low,0,0,0,1,0,1,0
TX_b1d8f8ff,CUST_71297,185538.0,Education,Russia,RUB,False,iOS App,1,False,2,False,True,Very High,1,0,1,0,0,0,0
TX_874598a1,CUST_94654,413.21,Healthcare,USA,USD,False,Safari,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_f655c2b2,CUST_50957,2078.17,Travel,UK,GBP,False,Safari,0,True,14,False,False,Very High,0,0,0,1,0,1,0
TX_4e4e6789,CUST_17034,324276.21,Grocery,Nigeria,NGN,True,Chip Reader,0,False,2,False,True,Very High,1,0,1,0,0,0,0
TX_36ee6975,CUST_62359,704.0,Travel,Mexico,MXN,False,Chrome,0,True,17,True,False,High,0,0,0,1,0,1,0
TX_8ac442dc,CUST_29883,780.46,Grocery,Singapore,SGD,False,Safari,1,False,22,False,False,High,0,0,1,0,0,0,0
TX_3afe9a8a,CUST_65047,12193.77,Travel,Brazil,BRL,False,Chrome,1,True,18,False,True,Very High,0,0,0,0,0,1,0
TX_e0c7edbd,CUST_14651,1390.46,Travel,USA,USD,False,Safari,1,True,4,False,True,Very High,0,0,1,0,0,1,0
TX_18e464f8,CUST_77476,792.81,Restaurant,Brazil,BRL,False,Android App,0,False,8,False,False,High,0,0,0,0,0,0,1
TX_9b024932,CUST_93637,74097.46,Education,Russia,RUB,False,iOS App,0,False,8,False,False,Very High,1,0,0,0,0,0,0
TX_7fdbf831,CUST_24860,528.69,Gas,USA,USD,False,Safari,1,False,5,False,False,High,0,0,0,0,0,0,0
TX_f7f6f3fb,CUST_65792,24.95,Restaurant,Brazil,BRL,True,Magnetic Stripe,1,False,12,False,True,Very Low,0,0,0,1,0,0,0
TX_653732b2,CUST_38399,26801.02,Travel,Mexico,MXN,False,Chrome,0,True,19,False,False,Very High,1,0,0,0,0,1,0
TX_e5e7ef11,CUST_57930,26220.59,Healthcare,Russia,RUB,False,Safari,0,False,9,True,False,Very High,1,0,0,1,0,0,0
TX_d6719547,CUST_25565,121.07,Travel,USA,USD,False,Chrome,0,True,11,True,False,Low,0,0,0,1,0,1,0
TX_b407aa8b,CUST_34069,2476.09,Retail,Germany,EUR,True,NFC Payment,1,False,4,True,True,Very High,0,0,1,0,0,0,0
TX_f277a4cb,CUST_10022,121.23,Retail,UK,GBP,False,Firefox,0,False,11,False,False,Low,0,0,0,1,0,0,0
TX_65d51913,CUST_42328,3021.92,Grocery,Brazil,BRL,True,Magnetic Stripe,1,False,5,False,True,Very High,0,0,0,0,0,0,0
TX_478ec0d9,CUST_65013,8232.61,Gas,Brazil,BRL,False,Android App,1,False,19,False,True,Very High,0,0,0,0,0,0,1
TX_e88daf1b,CUST_84183,958.36,Entertainment,Brazil,BRL,False,iOS App,0,True,11,False,False,High,0,0,0,1,0,1,0
TX_0af77445,CUST_18862,2271.38,Travel,Australia,AUD,False,Android App,0,True,19,False,False,Very High,0,0,0,0,0,1,1
TX_d29ff3eb,CUST_45872,4983.46,Gas,Mexico,MXN,False,Firefox,0,False,13,False,False,Very High,0,0,0,1,0,0,0
TX_5380b589,CUST_14566,934.68,Restaurant,Brazil,BRL,False,Edge,0,False,18,True,False,High,0,0,0,0,0,0,0
TX_2ec372aa,CUST_70988,310888.2,Retail,Nigeria,NGN,False,iOS App,0,False,16,False,False,Very High,1,0,0,1,0,0,0
TX_63dd69b9,CUST_98147,269.7,Healthcare,UK,GBP,False,Firefox,0,False,8,False,False,Medium,0,0,0,0,0,0,0
TX_1e8d74e0,CUST_69305,6.54,Gas,Brazil,BRL,True,Chip Reader,1,False,2,False,True,Very Low,0,0,1,0,0,0,0
TX_98c90a59,CUST_50195,46222.41,Gas,Mexico,MXN,True,Magnetic Stripe,1,False,8,False,True,Very High,1,0,0,0,0,0,0
TX_696d5729,CUST_56214,9096.18,Travel,Brazil,BRL,False,Firefox,1,True,7,False,False,Very High,0,0,0,0,0,1,0
TX_b860f633,CUST_11803,46.3,Education,Mexico,MXN,True,Magnetic Stripe,1,False,1,False,True,Very Low,0,0,1,0,0,0,0
TX_f292325f,CUST_18461,2061.87,Restaurant,Nigeria,NGN,False,iOS App,0,False,11,False,True,Very High,0,0,0,1,0,0,0
TX_adcdf6dc,CUST_24057,481.52,Education,Singapore,SGD,False,Firefox,0,False,14,False,False,Medium,0,0,0,1,0,0,0
TX_bd5dbcec,CUST_48653,520.58,Travel,UK,GBP,False,Safari,0,True,7,False,False,High,0,0,0,0,0,1,0
TX_7cf6ee6a,CUST_13053,1622.85,Gas,USA,USD,False,Firefox,1,False,18,False,True,Very High,0,0,0,0,0,0,0
TX_1731c8af,CUST_53643,13841.21,Entertainment,Russia,RUB,False,Edge,0,True,6,False,False,Very High,0,0,0,0,0,1,0
TX_6327f080,CUST_51610,54.56,Restaurant,France,EUR,False,iOS App,1,False,12,False,False,Low,0,0,0,1,0,0,0
TX_79a1a167,CUST_69231,19892.64,Restaurant,Russia,RUB,False,Android App,0,False,17,True,False,Very High,0,0,0,1,0,0,1
TX_05d0493c,CUST_10752,55062.58,Entertainment,Nigeria,NGN,True,Chip Reader,1,True,22,False,True,Very High,1,0,1,0,0,0,0
TX_35ba9822,CUST_38795,563.91,Entertainment,France,EUR,False,Safari,0,True,12,False,False,High,0,0,0,1,0,1,0
TX_56f2ab50,CUST_16912,2741.73,Entertainment,Brazil,BRL,False,Android App,0,True,18,False,False,Very High,0,0,0,0,0,1,1
TX_0c975340,CUST_49015,175632.3,Healthcare,Russia,RUB,False,iOS App,1,False,4,True,True,Very High,1,0,1,0,0,0,0
TX_5f597153,CUST_90462,448.83,Entertainment,Germany,EUR,False,Android App,0,True,6,False,False,Medium,0,0,0,0,0,1,1
TX_a78a0b85,CUST_42686,86.06,Travel,France,EUR,False,Safari,0,True,19,True,False,Low,0,0,0,0,0,1,0
TX_8d465173,CUST_21036,5182.28,Healthcare,Mexico,MXN,False,Edge,0,False,11,False,False,Very High,0,0,0,1,0,0,0
TX_50c87de7,CUST_93730,22158.86,Entertainment,Russia,RUB,False,Edge,0,True,14,False,False,Very High,1,0,0,1,0,1,0
TX_431bf25a,CUST_31785,6898.07,Grocery,Brazil,BRL,True,NFC Payment,1,False,15,False,True,Very High,0,0,0,1,0,0,0
TX_77cc54f8,CUST_81981,1694.44,Travel,Australia,AUD,False,Firefox,0,True,20,False,False,Very High,0,0,0,0,0,1,0
TX_07709344,CUST_23394,236521.78,Retail,Nigeria,NGN,True,Magnetic Stripe,1,False,6,False,True,Very High,1,0,0,0,0,0,0
TX_7555759a,CUST_83484,29528.94,Grocery,Russia,RUB,False,Firefox,0,False,11,True,False,Very High,1,0,0,1,0,0,0
TX_6787aa2a,CUST_31473,397.46,Education,Germany,EUR,False,Edge,0,False,15,True,False,Medium,0,0,0,1,0,0,0
TX_d26480cd,CUST_49469,972.28,Travel,France,EUR,False,iOS App,0,True,12,False,False,High,0,0,0,1,0,1,0
TX_ee9da6b5,CUST_91510,439.63,Education,Canada,CAD,False,Chrome,0,False,7,False,False,Medium,0,0,0,0,0,0,0
TX_916fa7f7,CUST_84325,37018.9,Travel,Japan,JPY,False,Chrome,0,True,19,False,False,Very High,1,0,0,0,0,1,0
TX_d864cbf1,CUST_17469,26.94,Healthcare,Mexico,MXN,True,Magnetic Stripe,1,False,2,True,True,Very Low,0,0,1,0,0,0,0
TX_8811f2c4,CUST_42328,44041.83,Healthcare,Mexico,MXN,False,Android App,1,False,4,False,True,Very High,1,0,1,0,0,0,1
TX_0b002556,CUST_76472,12316.0,Entertainment,Japan,JPY,False,Edge,1,True,0,False,False,Very High,0,0,1,0,0,1,0
TX_a73a629a,CUST_66489,896.58,Grocery,Brazil,BRL,False,iOS App,0,False,18,False,False,High,0,0,0,0,0,0,0
TX_89550afc,CUST_64130,321.89,Education,France,EUR,False,Android App,0,False,15,False,False,Medium,0,0,0,1,0,0,1
TX_357bc5e1,CUST_74616,260.08,Retail,Canada,CAD,False,Edge,0,False,12,False,False,Medium,0,0,0,1,0,0,0
TX_c96f8df1,CUST_11572,48245.96,Gas,Japan,JPY,False,Safari,0,False,8,True,False,Very High,1,0,0,0,0,0,0
TX_8dba7e26,CUST_63423,253.46,Grocery,France,EUR,False,Android App,0,False,12,True,False,Medium,0,0,0,1,0,0,1
TX_34e1074d,CUST_98735,663.4,Restaurant,Singapore,SGD,False,Edge,0,False,13,False,False,High,0,0,0,1,0,0,0
TX_babf0119,CUST_44722,2789.77,Travel,Singapore,SGD,False,iOS App,0,True,20,False,False,Very High,0,0,0,0,0,1,0
TX_f8dd0848,CUST_20876,197986.14,Education,Nigeria,NGN,False,Edge,0,False,12,False,False,Very High,1,0,0,1,0,0,0
TX_06370aaa,CUST_30506,1093.49,Retail,Germany,EUR,False,Chrome,1,False,2,False,True,Very High,0,0,1,0,0,0,0
TX_80744ac9,CUST_23963,64.69,Restaurant,Mexico,MXN,False,iOS App,1,False,3,False,True,Low,0,0,1,0,0,0,0
TX_a3af5278,CUST_89463,420.81,Grocery,USA,USD,False,Safari,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_161f2b14,CUST_25515,213.92,Gas,Singapore,SGD,False,Chrome,1,False,19,False,False,Medium,0,0,0,0,0,0,0
TX_583abe2f,CUST_83485,829498.27,Healthcare,Nigeria,NGN,True,Magnetic Stripe,1,False,12,False,True,Very High,1,0,0,1,0,0,0
TX_91fbc00d,CUST_56651,594489.06,Healthcare,Nigeria,NGN,False,Edge,1,False,2,True,True,Very High,1,0,1,0,0,0,0
TX_7f74a224,CUST_31359,29883.82,Grocery,Russia,RUB,False,iOS App,0,False,15,True,False,Very High,1,0,0,1,0,0,0
TX_2a9090fc,CUST_14560,33018.55,Education,Russia,RUB,False,Safari,1,False,18,True,False,Very High,1,0,0,0,0,0,0
TX_145cd3f7,CUST_33002,319.66,Gas,UK,GBP,False,Android App,0,False,6,True,False,Medium,0,0,0,0,0,0,1
TX_ace08d03,CUST_38889,483.78,Grocery,Canada,CAD,False,Safari,0,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_6e6ad935,CUST_83589,223.95,Entertainment,France,EUR,False,Safari,0,True,12,False,False,Medium,0,0,0,1,0,1,0
TX_c73cc04c,CUST_85312,73595.95,Entertainment,Nigeria,NGN,False,Firefox,0,True,2,True,False,Very High,1,0,1,0,0,1,0
TX_66495c93,CUST_60064,388.66,Entertainment,France,EUR,False,Firefox,0,True,8,False,False,Medium,0,0,0,0,0,1,0
TX_14d77b7d,CUST_18078,14636.26,Gas,Japan,JPY,False,Safari,0,False,13,False,False,Very High,0,0,0,1,0,0,0
TX_67606f5e,CUST_78096,409789.98,Gas,Nigeria,NGN,False,Firefox,1,False,19,False,True,Very High,1,0,0,0,0,0,0
TX_40052412,CUST_44809,10303.45,Travel,Brazil,BRL,False,iOS App,0,True,15,True,False,Very High,0,0,0,1,0,1,0
TX_287c984f,CUST_51017,379.79,Grocery,Australia,AUD,False,iOS App,1,False,18,False,False,Medium,0,0,0,0,0,0,0
TX_d8564b2f,CUST_34590,241.65,Grocery,Russia,RUB,False,Android App,1,False,9,False,True,Medium,0,0,0,1,0,0,1
TX_9e6153f9,CUST_14781,4592.6,Entertainment,Mexico,MXN,False,Firefox,1,True,12,True,False,Very High,0,0,0,1,0,1,0
TX_ceb2e6a8,CUST_37917,350.44,Restaurant,UK,GBP,False,Safari,0,False,17,True,False,Medium,0,0,0,1,0,0,0
TX_49d86c4f,CUST_29412,684.85,Retail,UK,GBP,False,Chrome,0,False,8,True,False,High,0,0,0,0,0,0,0
TX_ca2a3284,CUST_45488,27035.83,Gas,Russia,RUB,False,Firefox,1,False,17,False,False,Very High,1,0,0,1,0,0,0
TX_cdd4fd5c,CUST_17779,2577.03,Gas,Singapore,SGD,False,Chrome,0,False,0,False,True,Very High,0,0,1,0,0,0,0
TX_c368bc73,CUST_83369,23725.7,Restaurant,Russia,RUB,False,Edge,0,False,8,True,False,Very High,1,0,0,0,0,0,0
TX_ff22d43c,CUST_35971,351.07,Gas,UK,GBP,False,Firefox,0,False,6,False,False,Medium,0,0,0,0,0,0,0
TX_dabeccbc,CUST_67030,676.14,Healthcare,Germany,EUR,False,Firefox,1,False,15,False,True,High,0,0,0,1,0,0,0
TX_27efddb7,CUST_34570,368.08,Entertainment,USA,USD,False,Android App,1,True,20,False,False,Medium,0,0,0,0,0,1,1
TX_748960e8,CUST_69237,5.41,Grocery,Brazil,BRL,True,NFC Payment,1,False,1,False,True,Very Low,0,0,1,0,0,0,0
TX_abe06fda,CUST_28893,1106.05,Travel,USA,USD,False,Firefox,0,True,17,False,False,Very High,0,0,0,1,0,1,0
TX_63482e08,CUST_16114,7074.61,Entertainment,Mexico,MXN,False,Edge,0,True,18,False,False,Very High,0,0,0,0,0,1,0
TX_a41d0f1e,CUST_82717,848252.7,Gas,Nigeria,NGN,True,Chip Reader,1,False,11,False,True,Very High,1,0,0,1,0,0,0
TX_a79f734e,CUST_29430,255.57,Grocery,Russia,RUB,False,Android App,1,False,10,True,True,Medium,0,0,0,1,0,0,1
TX_5668b9f5,CUST_70755,45186.0,Gas,Russia,RUB,True,Chip Reader,1,False,7,False,True,Very High,1,0,0,0,0,0,0
TX_bcaae3b8,CUST_40296,5.08,Travel,Canada,CAD,True,Chip Reader,1,True,6,False,True,Very Low,0,0,0,0,0,0,0
TX_d6191084,CUST_35952,175.92,Travel,Germany,EUR,False,Safari,0,True,9,False,False,Low,0,0,0,1,0,1,0
TX_3b23c4ca,CUST_66549,2345.59,Grocery,Australia,AUD,False,Android App,0,False,19,False,False,Very High,0,0,0,0,0,0,1
TX_d2619023,CUST_43588,172912.87,Healthcare,Nigeria,NGN,False,Android App,0,False,8,False,False,Very High,1,0,0,0,0,0,1
TX_87655e21,CUST_41659,658.96,Retail,Canada,CAD,False,Chrome,0,False,0,False,False,High,0,0,1,0,0,0,0
TX_48531468,CUST_45462,2191.36,Restaurant,Singapore,SGD,False,Chrome,0,False,7,False,False,Very High,0,0,0,0,0,0,0
TX_62db90a3,CUST_49997,782823.93,Entertainment,Nigeria,NGN,True,Magnetic Stripe,1,True,19,False,True,Very High,1,0,0,0,0,0,0
TX_bfa70268,CUST_67349,2022.33,Grocery,Brazil,BRL,False,Firefox,1,False,18,False,False,Very High,0,0,0,0,0,0,0
TX_d6d82e23,CUST_46810,7698.48,Entertainment,Mexico,MXN,False,Safari,0,True,6,False,False,Very High,0,0,0,0,0,1,0
TX_f0a6b6a4,CUST_75177,484.57,Retail,USA,USD,False,iOS App,0,False,11,False,False,Medium,0,0,0,1,0,0,0
TX_11b92bec,CUST_44756,7674.81,Restaurant,Mexico,MXN,False,Firefox,0,False,3,True,False,Very High,0,0,1,0,0,0,0
TX_0717d39e,CUST_12884,3410.72,Healthcare,Brazil,BRL,False,Firefox,0,False,20,False,False,Very High,0,0,0,0,0,0,0
TX_7fa698ec,CUST_87213,1416.33,Travel,Singapore,SGD,False,iOS App,0,True,17,False,False,Very High,0,0,0,1,0,1,0
